rnbqkb1r/pppppp1p/5np1/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,0.1
rnbqkb1r/pppppp1p/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,0.4
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,0.4
rnbqkb1r/ppp1pp1p/5np1/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 1 4,0.3
rnbqk2r/ppp1ppbp/5np1/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 2 5,0.5
rnbqk2r/ppp1ppbp/5Bp1/3p4/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 0 5,0.3
rnbqk2r/ppp1pp1p/5bp1/3p4/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 6,0.2
rnbqk2r/ppp1pp1p/5bp1/3P4/3P4/2N5/PP2PPPP/R2QKBNR b KQkq - 0 6,0.2
